GeneID	GSM6745638	GSM6745639	GSM6745640	GSM6745641	GSM6745642	GSM6745643
23400	2333	1983	2445	2265	2731	1667
6390	830	714	912	880	1040	640
11240	29	35	34	33	37	21
105376808	0	0	0	0	0	0
400743	0	1	0	0	0	0
29943	1	2	2	1	1	1
51702	87	60	63	74	83	68
100616188	1	0	1	0	0	0
23569	261	221	291	307	412	229
353238	0	0	1	0	0	0
55920	8639	7433	9944	8968	10533	6097
55160	14	15	19	11	16	13
107984028	0	0	0	0	0	0
81569	2	2	1	3	3	3
105376809	0	0	0	0	0	0
105376812	0	0	0	0	0	0
101927876	0	0	0	0	0	0
84966	1	0	0	0	0	0
105376814	0	0	0	0	0	0
127707	0	0	0	0	0	0
5081	0	0	0	0	0	0
80834	0	0	0	0	0	0
8659	954	700	931	952	1195	664
100616120	1	0	1	0	1	0
100302276	2	0	0	0	2	1
126917	1188	893	1258	1191	1394	772
105376815	0	0	0	0	0	0
23352	8847	6432	9850	8264	11462	5342
101927895	126	115	133	138	168	79
23065	1803	1459	1943	1775	2121	1260
51154	1772	1491	1779	1680	1876	1124
246181	8	4	9	11	7	5
22977	19	7	17	19	36	17
100506730	83	38	74	72	103	59
8574	1058	895	1068	992	1229	734
54896	439	350	436	402	497	275
832	5312	4244	5396	5252	5946	3671
105376819	1	1	2	0	0	1
105376818	0	0	0	0	2	0
105376817	0	0	1	0	0	1
105378614	0	0	0	0	1	0
440574	738	578	705	725	783	463
100532736	811	686	852	774	908	528
644068	32	23	33	28	33	13
4681	407	369	458	384	471	286
3362	5	1	4	3	4	1
255104	452	328	454	374	476	291
54546	0	0	0	0	0	0
105376823	0	2	2	0	2	0
23252	429	308	453	367	535	263
30814	0	0	0	0	0	0
5320	0	0	0	0	0	0
5322	0	0	0	0	1	0
26279	0	0	0	0	0	0
64600	0	0	0	0	2	0
391013	2	1	1	0	2	1
127733	85	68	88	86	94	45
101928017	6	6	4	3	4	1
105376825	7	6	11	5	9	4
105376826	0	0	0	0	0	0
105376827	0	0	0	0	0	0
105376828	0	0	0	0	0	0
127731	0	0	0	0	0	0
339505	0	0	0	0	0	0
55450	2	3	7	1	2	0
79594	697	492	691	643	716	440
163933	8	3	6	7	11	10
978	7	0	4	7	10	5
65018	433	390	504	387	486	286
102464833	24	27	30	33	34	21
100861548	747	626	816	691	814	528
1650	6506	5259	6321	5673	6752	4045
57576	21	10	13	7	23	6
400745	38	34	40	41	49	38
112268222	1305	1031	1393	1129	1358	746
50809	5989	4625	6148	5067	6349	3391
8672	2830	2139	2972	2569	3284	1743
105376830	19	5	14	12	19	3
105376829	10	7	13	10	24	4
100302155	4	0	0	0	0	0
1889	1267	1030	1357	1125	1327	797
100506801	5	3	9	3	3	3
105376832	0	0	0	0	0	0
84224	384	319	397	374	441	225
249	1	1	3	2	3	2
105376834	0	0	0	0	0	0
5909	57	49	66	52	86	53
84196	3490	2496	3646	2975	3940	1989
401944	1344	1071	1369	1408	1927	1029
3339	14411	11098	15681	15539	21315	10421
23436	0	0	0	0	0	0
10136	1	0	0	1	0	1
101928043	16	11	21	25	22	10
29092	290	233	293	276	314	173
112268223	16	15	24	18	25	12
998	5999	4870	6037	5577	6591	3918
54361	15	4	9	13	29	3
105376845	2	0	1	0	1	2
105376850	1	0	0	1	1	0
107985377	0	0	0	0	0	0
100616433	0	0	0	0	0	0
105376856	0	0	0	0	0	0
9923	1364	1082	1502	1289	1691	836
2046	0	0	1	0	0	0
102466615	0	0	0	0	0	0
712	0	0	0	0	0	1
714	0	1	0	0	0	0
713	0	0	0	0	0	0
2048	6	7	7	1	8	3
100616391	0	0	0	0	0	0
100422914	0	0	1	0	1	0
646262	0	0	0	0	0	0
729059	0	0	3	1	2	0
23028	3325	2672	3500	3178	3749	2159
100422866	1	1	1	0	1	0
7798	1562	1268	1714	1489	1783	985
3352	1	0	0	0	0	0
100996511	96	61	111	56	128	37
10236	6761	5556	7074	6359	7483	4519
80818	315	245	327	266	317	156
148898	86	72	109	78	122	58
6920	21	26	11	8	20	7
55616	49	39	55	42	61	35
1870	622	498	629	599	680	432
101928163	29	15	13	16	21	10
105376859	0	0	1	0	0	0
3399	6	6	10	4	4	2
107984928	0	0	0	0	0	0
259283	0	0	1	0	0	0
6135	17604	14420	18260	16679	19659	12543
6924	1165	903	1235	957	1196	709
100506963	111	90	140	96	133	70
57095	1620	1230	1565	1507	1700	935
105376860	103	81	100	88	110	74
11313	1065	871	1073	1050	1264	766
2582	414	337	467	385	479	268
3155	619	461	591	489	614	357
105376861	0	0	1	0	2	2
2517	340	262	354	301	345	237
1269	32	26	31	22	48	20
107984929	4	0	4	1	1	0
100616492	0	0	0	0	0	0
55629	3713	2809	3734	3095	3650	2129
10772	3817	2910	4047	3300	4191	2253
105378615	0	0	0	0	0	0
105376863	0	0	0	0	0	0
107984931	0	0	0	0	0	0
127294	0	0	0	0	0	0
107985737	0	0	0	0	0	0
105376864	1	0	0	0	0	0
58985	0	2	1	0	0	0
163702	0	0	5	0	2	1
284632	0	0	0	0	0	0
105376871	0	1	0	0	0	0
57822	1	0	1	0	1	0
90529	99	90	117	93	131	83
57185	1105	911	1058	978	1213	634
100750325	6	3	5	4	3	2
11123	429	332	459	403	467	262
100506985	15	14	15	12	14	13
400746	0	0	4	0	1	2
10250	4158	3335	4597	4070	4548	2455
25932	2232	1757	2322	1795	2098	1231
105376876	18	11	33	12	18	10
864	2507	2013	2738	2414	2820	1678
102465437	4	1	3	2	5	3
107984932	10	8	11	10	19	6
105376878	42	31	53	37	42	23
100616365	0	0	0	0	0	0
105376879	2	2	4	1	0	2
25949	1654	1368	1635	1418	1643	991
57035	2560	1720	2810	2275	3477	1480
105376882	0	2	0	1	0	2
6007	66	37	68	49	70	37
23585	1552	1314	1608	1406	1606	1004
6006	680	530	695	575	680	392
55219	950	806	1015	845	1071	601
26119	722	611	734	659	808	455
57134	98	80	119	106	156	70
57190	2787	2320	2946	2916	3623	2013
56181	524	406	573	551	631	355
646471	179	141	190	150	257	99
79000	445	348	469	353	420	266
164091	676	544	675	571	808	451
3925	7796	5898	8009	7247	8469	5304
100500808	720	570	619	709	802	440
105376885	0	0	0	0	0	0
5051	212	163	212	180	222	136
101928216	1	0	0	0	0	1
2134	2	0	0	1	1	1
7780	27	14	21	4	1	3
105376910	0	0	0	1	0	1
84676	7	0	3	1	4	2
149420	526	432	545	500	592	302
105376886	0	0	2	1	1	0
79927	10	4	9	12	9	6
110806296	0	0	0	0	0	0
51042	410	315	387	346	395	228
10256	75	55	66	46	61	49
378807	0	0	0	0	0	0
101928303	10	6	13	10	9	1
64793	1575	1210	1667	1403	1690	885
83442	8380	6677	8004	8029	9044	5672
91544	1373	1034	1419	1188	1552	876
1043	1235	867	1157	1096	1357	852
55057	9	6	11	5	8	5
257101	2	1	4	4	7	2
79727	4	3	9	2	5	1
79947	840	678	823	731	881	521
101928324	26	14	33	23	18	8
3151	22372	18488	22702	19634	21958	12793
6195	3149	2516	3245	2885	3664	2070
100302190	1	1	2	0	1	0
105376888	0	2	1	1	1	0
101928728	34	30	36	35	26	14
8289	5855	4956	6296	5691	6967	3808
55650	337	257	370	346	427	259
84243	498	438	600	541	665	333
2810	0	3	3	3	3	1
54707	958	704	962	755	1016	583
63906	449	389	493	452	539	359
10726	3219	2666	3252	3126	3525	2275
8431	1	0	1	0	3	2
126695	2	2	2	2	5	2
388610	12	17	14	18	27	12
115572	12	10	8	12	7	5
101928391	1	3	2	3	5	1
6548	860	676	883	827	1197	627
102723760	0	0	0	1	0	0
105376890	0	0	0	1	0	1
23038	2540	2048	2579	2283	2829	1597
84065	685	545	691	611	710	457
644961	39	32	66	38	80	25
84958	1193	911	1301	906	1325	655
9064	233	209	223	175	213	139
8547	0	1	0	0	0	1
388611	0	0	0	0	0	0
2827	95	76	110	57	84	51
10163	6519	5216	6931	5780	6892	3984
105376892	8	6	9	7	12	5
27245	1496	1234	1641	1465	1807	1022
2268	194	170	215	170	202	148
111216282	0	0	4	0	0	0
2537	3046	1919	3143	598	827	497
199870	240	198	246	203	270	134
23673	346	259	370	284	427	236
5511	1457	1223	1482	1311	1498	867
677774	1	0	2	0	5	2
9473	996	817	1062	1027	1193	695
6118	1782	1441	1771	1630	1782	1191
27293	171	115	158	171	179	102
55113	288	258	316	270	340	205
2140	1097	902	1220	983	1328	731
5724	230	189	206	286	344	207
22826	3253	2643	3368	3199	3557	2220
93974	1899	1582	2013	1697	1969	1277
83667	696	585	753	420	580	285
54797	482	365	520	444	455	325
65979	3404	2727	3680	2837	3573	1906
1104	2961	2508	2918	2907	3265	2013
8420	1662	1291	1934	1460	2166	1011
6080	139	121	172	115	189	42
26768	136	86	153	100	181	42
54952	434	330	466	349	430	217
85028	1036	866	1102	510	675	350
692212	9	8	11	3	10	5
677838	52	34	48	39	54	25
677825	35	21	42	18	28	12
692073	34	15	34	31	38	17
115273	40	36	40	34	28	13
6883	483	443	547	439	546	277
105378616	7	13	10	5	10	4
26824	2	1	1	0	2	1
10691	816	635	879	656	836	473
51441	2172	1700	2322	1964	2374	1468
4985	12	13	15	7	8	6
2035	3141	2491	3323	2948	3479	2013
399474	228	181	223	216	247	162
6429	3457	2693	3438	3108	3647	2087
51102	448	345	461	390	536	304
10076	23	21	36	25	27	12
101928460	0	0	0	0	0	0
107984933	0	0	0	0	0	0
107984934	0	0	0	0	0	0
101929406	0	0	0	0	0	0
105378617	0	0	0	0	0	0
105378618	0	0	0	0	0	0
4146	22	21	23	15	22	4
100129196	43	32	46	27	33	12
7805	22526	17416	22954	19691	22072	13245
100616164	2	6	9	4	7	3
105378620	164	91	192	138	202	61
105378621	1	4	1	1	0	0
105378622	2	0	0	0	0	0
400748	0	0	0	0	0	0
9672	39	28	38	26	41	37
9698	2726	2198	2920	2500	2979	1767
692234	6	2	7	6	9	3
692235	8	5	7	5	11	3
692200	1	0	0	1	1	1
107984935	5	4	3	2	2	0
79570	4	6	2	3	6	2
9410	1558	1281	1645	1472	1681	1045
51538	720	526	693	633	737	411
2170	57	40	39	23	28	21
105378623	0	0	0	0	0	0
107985470	0	0	0	0	0	0
347735	104	89	103	105	128	66
105378625	0	0	0	0	0	0
105379772	0	0	0	0	0	0
149086	21	12	12	19	38	10
284551	25	17	27	15	25	9
105378626	2	2	1	1	1	0
64129	15	14	13	12	13	9
3061	76	64	87	72	97	43
553115	985	763	939	798	1028	569
107985471	62	42	50	36	59	27
105378628	1	4	4	0	2	2
1307	33	20	29	18	30	29
101929444	6	1	4	4	5	2
576	64	71	85	47	51	39
100423028	0	0	1	0	0	0
90853	1	0	2	0	0	0
8073	4465	3965	5174	4481	5402	3089
10657	6512	5384	7119	6014	7328	4508
55116	764	627	823	764	865	508
100847018	0	2	2	2	1	0
23633	2160	1704	2281	1912	2380	1336
200081	2880	2270	2932	2394	2880	1622
79140	473	384	451	454	593	370
56063	251	207	261	241	312	181
55721	131	70	157	95	127	69
149069	31	30	46	25	52	15
8668	3695	2794	3689	3395	3906	2533
339483	47	52	64	62	65	42
84734	12	6	5	4	5	2
3932	7	8	8	3	15	3
3065	4019	3250	4039	3710	4397	2652
65108	2331	1983	2431	1927	2390	1405
105378629	6	7	6	7	15	3
81629	130	66	139	92	164	63
100128071	54	61	79	53	86	32
55108	1034	738	1035	893	1253	644
728116	4	0	2	0	1	0
653121	565	438	566	455	600	330
102723870	9	3	8	15	7	3
339487	249	201	261	216	285	164
5928	5434	4179	5657	4876	5696	3386
81493	1342	1040	1327	1183	1365	787
57648	1325	1131	1391	1258	1683	901
8565	3998	3116	4209	3814	4447	2505
64766	959	700	988	768	1031	559
252995	7	6	15	8	17	1
105378631	2	2	1	0	3	0
3208	2	2	3	2	5	2
113452	23	16	19	13	18	9
105378632	0	0	0	0	0	0
127544	624	522	657	490	574	359
204	4814	3939	4951	4636	5474	3312
105378635	1	0	0	0	0	0
113451	34	36	43	22	42	22
112268224	16	11	17	14	27	6
55223	276	222	304	214	341	156
149076	1134	1022	1259	1186	1498	868
127550	0	0	0	1	4	1
1912	1756	1516	1763	1659	1993	1216
100500853	62	46	64	49	61	44
101929464	1	1	3	9	4	0
7579	230	204	273	224	267	169
114784	2	1	0	0	3	0
105378638	0	0	0	0	0	0
127540	0	0	0	0	0	0
402779	0	0	0	0	0	0
84970	0	0	0	0	0	0
105378639	0	0	0	0	0	0
105378640	0	0	0	0	0	0
105378641	0	0	0	0	0	0
693137	0	0	0	0	0	0
105378642	4	4	4	0	6	2
2709	1	5	5	2	2	6
127534	2	0	4	0	3	0
2707	1	3	2	4	2	3
2701	60	37	40	57	67	43
113444	893	694	896	888	1042	665
58512	69	70	74	88	79	54
653160	67	48	62	56	88	30
100506144	410	327	407	394	450	248
9204	652	491	703	574	796	401
79830	491	368	547	408	545	261
105378644	0	0	0	0	5	0
6421	12656	10093	13252	10973	13943	7591
9202	2403	2012	2696	2436	2742	1518
100861513	87	70	96	85	107	56
79932	1226	923	1258	1133	1457	763
23154	1069	840	998	997	1205	636
339488	233	174	283	235	392	158
105378645	153	107	131	144	214	103
5690	2573	2040	2727	2390	2790	1611
105378646	0	0	0	0	0	0
127703	1129	798	1125	959	1201	694
63967	2161	1780	2297	2039	2309	1286
192670	1222	1023	1294	1103	1369	749
26523	1871	1531	2042	1849	2276	1223
192669	1241	927	1329	1046	1354	639
105378647	3	1	3	6	6	0
27285	3	6	5	4	4	4
54936	590	519	611	555	656	387
1296	42	31	28	49	38	27
27095	1052	836	1049	948	1099	650
55700	4445	3806	4616	4274	5018	3022
9967	5781	4846	5997	5342	6298	3647
79729	311	259	299	252	348	179
55194	1417	1329	1512	1212	1518	850
83931	1655	1282	1811	1617	1893	1136
84967	559	426	498	434	597	356
127700	49	27	51	34	47	19
109616970	0	0	0	0	1	0
107984940	0	3	3	2	2	1
64960	1087	903	1167	1100	1274	814
1441	2404	1872	2462	2491	3355	1779
